objectid;type;address;polygonid;scale;angle;globalid;geo_shape;geo_point_2d
390;private;;0;1.0;0.0;{D50145F8-374C-419B-939D-2FF9FF1FFF1F};"{""type"": ""Point"", ""coordinates"": [-79.05305135860159, 35.939746204128056]}";"35.9397462041; -79.0530513586"
393;public;623;0;1.0;0.0;{E493EC0F-5620-4BF0-9D2C-A12DA5BB52BB};"{""type"": ""Point"", ""coordinates"": [-79.04273490369908, 35.93849074305585]}";"35.9384907431; -79.0427349037"
394;public;;0;1.0;0.0;{47FEB365-9677-47F1-9649-5FEBBFEF55CD};"{""type"": ""Point"", ""coordinates"": [-79.03439319609747, 35.93996313898213]}";"35.939963139; -79.0343931961"
400;public;;0;1.0;0.0;{0B819986-5E3E-42A3-A2B2-FF857A73E277};"{""type"": ""Point"", ""coordinates"": [-79.02192479778161, 35.93907179734002]}";"35.9390717973; -79.0219247978"
414;public;;0;1.0;0.0;{099217C3-086E-4BBF-BC7F-D3DE5C4CED79};"{""type"": ""Point"", ""coordinates"": [-79.0340037098465, 35.930518556870496]}";"35.9305185569; -79.0340037098"
417;public;;0;1.0;0.0;{D5B3A6C2-D8D0-42FA-B4CC-6937781CAF47};"{""type"": ""Point"", ""coordinates"": [-79.04076056431153, 35.91900869291494]}";"35.9190086929; -79.0407605643"
420;public;;0;1.0;0.0;{14F7562F-02C6-4B8A-B12B-7415C5B9FE2B};"{""type"": ""Point"", ""coordinates"": [-79.05387925935783, 35.909666294646684]}";"35.9096662946; -79.0538792594"
421;public;;0;1.0;0.0;{0B03EA39-F068-4E1A-93F3-30222FB83143};"{""type"": ""Point"", ""coordinates"": [-79.0526483306451, 35.907550177311954]}";"35.9075501773; -79.0526483306"
427;public;;0;1.0;0.0;{DD2C31F5-7EFE-498C-A2D6-04389A3F51BA};"{""type"": ""Point"", ""coordinates"": [-79.01303635438428, 35.89417239309743]}";"35.8941723931; -79.0130363544"
430;public;;0;1.0;0.0;{6A8BB9E8-BB74-4BCD-8147-49C7606CBCA7};"{""type"": ""Point"", ""coordinates"": [-79.07295177276666, 35.89207428995839]}";"35.89207429; -79.0729517728"
433;public;;0;1.0;0.0;{72712402-A393-4E45-BB3B-8BF11FAF0FD7};"{""type"": ""Point"", ""coordinates"": [-79.03748650619399, 35.89864616965946]}";"35.8986461697; -79.0374865062"
435;public;;0;1.0;0.0;{782DD956-C503-4EF0-90A9-4B693019A50A};"{""type"": ""Point"", ""coordinates"": [-79.06677716660353, 35.922873087565975]}";"35.9228730876; -79.0667771666"
438;public;;0;1.0;0.0;{6D424CED-EF03-4B6E-B550-6807FC44E360};"{""type"": ""Point"", ""coordinates"": [-79.03706506422377, 35.9649850620143]}";"35.964985062; -79.0370650642"
439;public;;0;1.0;0.0;{58C00A2D-570B-49DB-9E53-3A7AD41F4750};"{""type"": ""Point"", ""coordinates"": [-79.02422567940077, 35.94232322197753]}";"35.942323222; -79.0242256794"
453;public;;0;1.0;0.0;{E6188CB0-307B-4781-A9BA-E870068A7818};"{""type"": ""Point"", ""coordinates"": [-79.05649764970998, 35.941495465051965]}";"35.9414954651; -79.0564976497"
456;public;;0;1.0;0.0;{0E0BA402-762F-4D15-8591-B7A5452B0EF8};"{""type"": ""Point"", ""coordinates"": [-79.03225168701987, 35.91057371030703]}";"35.9105737103; -79.032251687"
471;public;;0;1.0;0.0;{763CAE5B-1683-4B26-98EA-028E5A423D3D};"{""type"": ""Point"", ""coordinates"": [-79.0402850949208, 35.93987182208098]}";"35.9398718221; -79.0402850949"
473;public;;0;1.0;0.0;{8BF812A1-3821-4FBF-8028-E674B6CD42F3};"{""type"": ""Point"", ""coordinates"": [-79.04714624288539, 35.93843851671635]}";"35.9384385167; -79.0471462429"
478;private;113;0;1.0;0.0;{ACBA0477-3099-4CB6-9E92-03E4AED28FAD};"{""type"": ""Point"", ""coordinates"": [-79.06865606659004, 35.931708319083384]}";"35.9317083191; -79.0686560666"
479;public;212;0;1.0;0.0;{B4D9EB4F-E473-489C-A6C8-5C239EB0F539};"{""type"": ""Point"", ""coordinates"": [-79.0724312535468, 35.92720453315884]}";"35.9272045332; -79.0724312535"
480;private;;0;1.0;0.0;{0167B170-1D9B-4B47-A1A4-94DE4E6EF942};"{""type"": ""Point"", ""coordinates"": [-79.05735931253878, 35.93214805251171]}";"35.9321480525; -79.0573593125"
481;public;;0;1.0;0.0;{7D1CD178-9A62-40DA-BFDE-064F2DC15B2A};"{""type"": ""Point"", ""coordinates"": [-79.03521667119341, 35.93203557435445]}";"35.9320355744; -79.0352166712"
482;public;108;0;1.0;0.0;{AAC3B188-540B-438E-AD91-F9C3ED9A8C24};"{""type"": ""Point"", ""coordinates"": [-79.04419919892918, 35.923746512264856]}";"35.9237465123; -79.0441991989"
484;public;;0;1.0;0.0;{9652621F-B3DF-4672-B64E-8B794A092F04};"{""type"": ""Point"", ""coordinates"": [-79.05386954220945, 35.92516743171133]}";"35.9251674317; -79.0538695422"
486;public;;0;1.0;0.0;{38150EC4-2F0B-4A9F-92A0-CFAA701D453C};"{""type"": ""Point"", ""coordinates"": [-79.03527383884546, 35.96198919783758]}";"35.9619891978; -79.0352738388"
493;public;;0;1.0;0.0;{6DD7783E-BA02-4B28-B156-DC595E58897D};"{""type"": ""Point"", ""coordinates"": [-79.00008641834783, 35.94972484827651]}";"35.9497248483; -79.0000864183"
494;public;;0;1.0;0.0;{54113445-517A-4696-88A3-7C2E3FA4652F};"{""type"": ""Point"", ""coordinates"": [-79.00433665472691, 35.94416480799631]}";"35.944164808; -79.0043366547"
671;public;;0;1.0;0.0;{7734A493-14CE-4039-80C9-BA66B048BAE4};"{""type"": ""Point"", ""coordinates"": [-79.06223889526518, 35.91497058074261]}";"35.9149705807; -79.0622388953"
674;public;;0;1.0;0.0;{3085ECC7-6827-4468-95AF-495F68F2BF9D};"{""type"": ""Point"", ""coordinates"": [-79.03596389900476, 35.9186071673059]}";"35.9186071673; -79.035963899"
678;public;;0;1.0;0.0;{032F4029-F2C9-4C40-A8DB-5D32E4F8B828};"{""type"": ""Point"", ""coordinates"": [-79.05215957830025, 35.91055473345639]}";"35.9105547335; -79.0521595783"
680;public;19;0;1.0;0.0;{497E7964-705A-4320-A439-017145710633};"{""type"": ""Point"", ""coordinates"": [-79.02147321398081, 35.91370771478763]}";"35.9137077148; -79.021473214"
689;public;;0;1.0;0.0;{C821F8AD-92FD-4FF8-8CAA-68DADE13B4FD};"{""type"": ""Point"", ""coordinates"": [-79.048962489839, 35.9057119392239]}";"35.9057119392; -79.0489624898"
691;public;;0;1.0;0.0;{45BE6657-63CF-433B-AC75-E999A6AE4BA7};"{""type"": ""Point"", ""coordinates"": [-79.0295232107181, 35.90292684113276]}";"35.9029268411; -79.0295232107"
695;private;;0;1.0;0.0;{0611933F-C04E-4992-9939-EF01BF876D0C};"{""type"": ""Point"", ""coordinates"": [-79.04389440372326, 35.90009702161246]}";"35.9000970216; -79.0438944037"
703;private;;0;1.0;0.0;{73BB74C2-73E4-4373-997E-F4ADA569A9DE};"{""type"": ""Point"", ""coordinates"": [-79.044484884874, 35.94800067176575]}";"35.9480006718; -79.0444848849"
705;private;;0;1.0;0.0;{5D571C97-8F9F-43E1-8CF0-CDA8020D0D06};"{""type"": ""Point"", ""coordinates"": [-79.0195127109301, 35.94940777695205]}";"35.949407777; -79.0195127109"
707;private;;0;1.0;0.0;{41F6B5CA-B5B8-430D-87D8-C4193C4B46F3};"{""type"": ""Point"", ""coordinates"": [-79.02920905169503, 35.94313112918535]}";"35.9431311292; -79.0292090517"
716;private;;0;1.0;0.0;{4C772117-B86C-4BE5-8615-E365C14CD13A};"{""type"": ""Point"", ""coordinates"": [-79.0298115785268, 35.96494064754672]}";"35.9649406475; -79.0298115785"
718;public;;0;1.0;0.0;{3831329E-4976-4E38-88AC-97D49402F181};"{""type"": ""Point"", ""coordinates"": [-79.05728659858474, 35.95808455348105]}";"35.9580845535; -79.0572865986"
721;private;500;0;1.0;0.0;{57EC274E-50DB-4F95-BE55-F83824628AD2};"{""type"": ""Point"", ""coordinates"": [-79.0019767281255, 35.93388833328352]}";"35.9338883333; -79.0019767281"
727;private;100;0;1.0;0.0;{117CDFAE-8B34-4A3E-A954-8A81E15A2D8F};"{""type"": ""Point"", ""coordinates"": [-79.00088336938957, 35.92654907828225]}";"35.9265490783; -79.0008833694"
793;;;0;1.0;0.0;{D2A27C0A-EC07-479D-A149-A1EF7465D70D};"{""type"": ""Point"", ""coordinates"": [-79.07155697322077, 35.89060580967768]}";"35.8906058097; -79.0715569732"
802;;;0;1.0;0.0;{71D73E58-2412-4256-B14D-03F95FD20B14};"{""type"": ""Point"", ""coordinates"": [-79.0715229540238, 35.88978238135082]}";"35.8897823814; -79.071522954"
809;;;0;1.0;0.0;{71ADD654-E01B-454B-8B11-47CF727F293F};"{""type"": ""Point"", ""coordinates"": [-79.07241493841704, 35.88773321130459]}";"35.8877332113; -79.0724149384"
811;;;0;1.0;0.0;{31E23A48-85CB-4E35-BD81-3DB154428863};"{""type"": ""Point"", ""coordinates"": [-79.07099905561324, 35.88693398167398]}";"35.8869339817; -79.0709990556"
813;;;0;1.0;0.0;{8B094F40-6618-4F96-9B7E-C29C710F41DC};"{""type"": ""Point"", ""coordinates"": [-79.07051617800805, 35.87984278913482]}";"35.8798427891; -79.070516178"
819;;;0;1.0;0.0;{0ED59E55-1885-4DF5-A5D8-8B2E6A72AE2B};"{""type"": ""Point"", ""coordinates"": [-79.06595972968323, 35.88165154370014]}";"35.8816515437; -79.0659597297"
823;;;0;1.0;0.0;{13C68E4F-8641-40A6-98EA-DA7B3B80F592};"{""type"": ""Point"", ""coordinates"": [-79.06633054381497, 35.87973603766552]}";"35.8797360377; -79.0663305438"
824;;;0;1.0;0.0;{90477F41-92A5-44F0-A5BA-B8088E7B4E13};"{""type"": ""Point"", ""coordinates"": [-79.0674619225481, 35.87895353517266]}";"35.8789535352; -79.0674619225"
837;;;0;1.0;0.0;{FF7E1595-B249-4067-8B38-3449466FDA7A};"{""type"": ""Point"", ""coordinates"": [-79.00932338399434, 35.90583427118835]}";"35.9058342712; -79.009323384"
843;;;0;1.0;0.0;{F7C144C1-38E2-4274-AC31-29261555D6B1};"{""type"": ""Point"", ""coordinates"": [-79.00932321877308, 35.90440328971758]}";"35.9044032897; -79.0093232188"
845;;;0;1.0;0.0;{80595909-A269-4098-B374-CC3B64EB54E5};"{""type"": ""Point"", ""coordinates"": [-79.01995934064378, 35.95933724009085]}";"35.9593372401; -79.0199593406"
848;;;0;1.0;0.0;{7C445EBC-03CE-42A2-9503-542AF5AE3FB8};"{""type"": ""Point"", ""coordinates"": [-79.06843260277726, 35.881884751595656]}";"35.8818847516; -79.0684326028"
849;;;0;1.0;0.0;{650AF522-648A-425B-9662-C77266E381B6};"{""type"": ""Point"", ""coordinates"": [-79.06683780038385, 35.88062025339852]}";"35.8806202534; -79.0668378004"
865;;;0;1.0;0.0;{D561EDBB-4F75-4368-AB16-D60DCAB3642C};"{""type"": ""Point"", ""coordinates"": [-79.0299917357152, 35.959818972200694]}";"35.9598189722; -79.0299917357"
868;;;0;1.0;0.0;{415AF2F1-1DFB-42C1-9024-F237F7E263AE};"{""type"": ""Point"", ""coordinates"": [-79.02866616630213, 35.96090265891501]}";"35.9609026589; -79.0286661663"
874;;;0;1.0;0.0;{23C61AEF-5567-44E4-B3FC-083A4D550652};"{""type"": ""Point"", ""coordinates"": [-79.0068818136101, 35.95130056137939]}";"35.9513005614; -79.0068818136"
878;;;0;1.0;0.0;{5BA27F2E-B9F8-452C-9161-6114227663C1};"{""type"": ""Point"", ""coordinates"": [-79.05687192028533, 35.964843479963044]}";"35.96484348; -79.0568719203"
882;;930;0;1.0;0.0;{AA08E529-0D12-45AC-9548-7678C1B75812};"{""type"": ""Point"", ""coordinates"": [-79.05526673995146, 35.931968147731126]}";"35.9319681477; -79.05526674"
887;public;342;0;1.0;0.0;{29878513-5208-4CF0-B445-66C05C1B8F24};"{""type"": ""Point"", ""coordinates"": [-79.06374837999694, 35.922729858575764]}";"35.9227298586; -79.06374838"
888;;;0;1.0;0.0;{AC25D7F3-238E-401E-85CC-2DA650A3049D};"{""type"": ""Point"", ""coordinates"": [-79.04644134795461, 35.90403092071506]}";"35.9040309207; -79.046441348"
897;;;0;1.0;0.0;{CF7211A6-6825-47EB-9875-B0EBAB5F265E};"{""type"": ""Point"", ""coordinates"": [-79.05115298985916, 35.903159888805845]}";"35.9031598888; -79.0511529899"
914;;;0;1.0;0.0;{B6455758-080F-463E-BCEF-76836708E16E};"{""type"": ""Point"", ""coordinates"": [-79.05880846667687, 35.96752431186469]}";"35.9675243119; -79.0588084667"
917;private;213;0;1.0;0.0;{C9C6DE9A-23DD-4DD6-B1E7-20A0E7F2CEF3};"{""type"": ""Point"", ""coordinates"": [-79.07173740312446, 35.926816747796]}";"35.9268167478; -79.0717374031"
921;public;604;0;1.0;0.0;{57C40AC6-F796-4147-ACE6-72E7E8B644A8};"{""type"": ""Point"", ""coordinates"": [-79.06888914460862, 35.928892198849624]}";"35.9288921988; -79.0688891446"
930;public;;0;1.0;0.0;{FE021478-3F43-460F-B863-92C5F6BA79CA};"{""type"": ""Point"", ""coordinates"": [-79.06120242753896, 35.919420986370504]}";"35.9194209864; -79.0612024275"
943;;101;0;1.0;0.0;{197D854E-E3CE-44DD-B743-134DB3E91B30};"{""type"": ""Point"", ""coordinates"": [-79.06442417769452, 35.96250752420233]}";"35.9625075242; -79.0644241777"
944;;;0;1.0;0.0;{0F9DEC58-D06F-4EEA-ACBC-98CDEE7CDBAE};"{""type"": ""Point"", ""coordinates"": [-79.05918266461092, 35.966061102174166]}";"35.9660611022; -79.0591826646"
951;public;;0;1.0;0.0;{8FE48D5B-767E-4F65-A835-CD6E7D8834C0};"{""type"": ""Point"", ""coordinates"": [-79.0549805481307, 35.90674717647325]}";"35.9067471765; -79.0549805481"
959;public;425;0;1.0;0.0;{A14F5252-3E4F-419A-BA3F-CBC2E5DE1676};"{""type"": ""Point"", ""coordinates"": [-79.05289608943116, 35.920475933672854]}";"35.9204759337; -79.0528960894"
961;private;;0;1.0;0.0;{F2F26076-C4EF-4A33-989A-04D4FE0D01A3};"{""type"": ""Point"", ""coordinates"": [-79.05533472636522, 35.937129422791266]}";"35.9371294228; -79.0553347264"
965;public;233;0;1.0;0.0;{2019B142-6154-4583-8A03-154D118F3FE1};"{""type"": ""Point"", ""coordinates"": [-79.05336721459902, 35.94398766844996]}";"35.9439876684; -79.0533672146"
968;;;0;1.0;0.0;{31A1468C-BB82-44E5-B983-D9A785827088};"{""type"": ""Point"", ""coordinates"": [-79.05500170763762, 35.95969890536339]}";"35.9596989054; -79.0550017076"
975;public;628;0;1.0;0.0;{ECC05765-0BF4-47C6-AFF3-A638B2DB11C2};"{""type"": ""Point"", ""coordinates"": [-79.04548212922761, 35.93822139468459]}";"35.9382213947; -79.0454821292"
980;private;210;0;1.0;0.0;{B31A7C9E-C4C3-4536-BF4B-A1EEA8FA8B54};"{""type"": ""Point"", ""coordinates"": [-79.0447231612452, 35.94471007815428]}";"35.9447100782; -79.0447231612"
1000;public;128;0;1.0;0.0;{F8D8FC65-373F-47AF-AF8C-6BD803696235};"{""type"": ""Point"", ""coordinates"": [-79.04019704993632, 35.957554316928864]}";"35.9575543169; -79.0401970499"
520;public;;0;1.0;0.0;{1541B1CC-E033-42A4-85B9-532208CC911F};"{""type"": ""Point"", ""coordinates"": [-79.02591688530714, 35.93033443332644]}";"35.9303344333; -79.0259168853"
533;public;;0;1.0;0.0;{8B35BCAB-885D-4D07-8B21-3C45D6832CCD};"{""type"": ""Point"", ""coordinates"": [-79.01395498231741, 35.92987516330917]}";"35.9298751633; -79.0139549823"
540;public;;0;1.0;0.0;{32F17A04-190C-4D90-8C03-B98F8B60C7C1};"{""type"": ""Point"", ""coordinates"": [-79.0303966005136, 35.91982919079496]}";"35.9198291908; -79.0303966005"
541;public;814;0;1.0;0.0;{1366E1DA-1BB9-4CE2-8080-C4EFCAA9A4D7};"{""type"": ""Point"", ""coordinates"": [-79.03184377679727, 35.91341991220134]}";"35.9134199122; -79.0318437768"
567;public;;0;1.0;0.0;{482D01FA-C868-46A4-A96F-F69D3055FB98};"{""type"": ""Point"", ""coordinates"": [-79.02167906799814, 35.96173614562042]}";"35.9617361456; -79.021679068"
574;public;;0;1.0;0.0;{88E1E78E-E7E4-4175-83DA-63C032563BBC};"{""type"": ""Point"", ""coordinates"": [-79.05527806955659, 35.9214580019301]}";"35.9214580019; -79.0552780696"
575;public;;0;1.0;0.0;{698B7318-D35D-4D60-841C-C8C338E044D7};"{""type"": ""Point"", ""coordinates"": [-79.05453253651936, 35.92167145766765]}";"35.9216714577; -79.0545325365"
596;public;;0;1.0;0.0;{84052E1D-9F4F-4733-ADBE-67818A669C54};"{""type"": ""Point"", ""coordinates"": [-79.04714693766067, 35.91885257142648]}";"35.9188525714; -79.0471469377"
624;public;;0;1.0;0.0;{C6C3C7F1-C13D-4AD3-974D-49B871937278};"{""type"": ""Point"", ""coordinates"": [-79.06577307670177, 35.90612064089724]}";"35.9061206409; -79.0657730767"
631;public;;0;1.0;0.0;{65CB7BFA-B70B-4E20-A030-3A85E443B9DB};"{""type"": ""Point"", ""coordinates"": [-79.05417794052804, 35.90012286864688]}";"35.9001228686; -79.0541779405"
646;public;;0;1.0;0.0;{C0AB30BF-7F26-48FA-AD24-F6359D8EFCCC};"{""type"": ""Point"", ""coordinates"": [-79.05848004765383, 35.88818257923675]}";"35.8881825792; -79.0584800477"
655;private;;0;1.0;0.0;{53387C90-CBE8-4196-8284-225598197B79};"{""type"": ""Point"", ""coordinates"": [-79.05478443804614, 35.93747600133257]}";"35.9374760013; -79.054784438"
670;public;505;0;1.0;0.0;{00EC9E88-68A9-44F7-8E56-94532826BB20};"{""type"": ""Point"", ""coordinates"": [-79.06451645284152, 35.91542512381981]}";"35.9154251238; -79.0645164528"
506;public;;0;1.0;0.0;{264A4BA0-62F4-4DD5-8A33-851620A11727};"{""type"": ""Point"", ""coordinates"": [-79.01956047522822, 35.93810263723329]}";"35.9381026372; -79.0195604752"
518;public;;0;1.0;0.0;{D38F233C-6BB6-4232-B16B-0DAE6DBB7428};"{""type"": ""Point"", ""coordinates"": [-79.02669623395542, 35.93183730526396]}";"35.9318373053; -79.026696234"
522;public;;0;1.0;0.0;{7009FF6A-7A3F-4871-959B-055853BA9546};"{""type"": ""Point"", ""coordinates"": [-79.02808254165137, 35.926520647400665]}";"35.9265206474; -79.0280825417"
537;public;8;0;1.0;0.0;{892BA9F2-C329-4F57-9CF5-86ABDC393BC0};"{""type"": ""Point"", ""coordinates"": [-79.01592391610855, 35.92464526313808]}";"35.9246452631; -79.0159239161"
553;public;;0;1.0;0.0;{D4963B04-62C3-4298-9087-0695A67D0F83};"{""type"": ""Point"", ""coordinates"": [-79.0262166547002, 35.907371357178455]}";"35.9073713572; -79.0262166547"
569;public;;0;1.0;0.0;{F976BEB8-96E9-4787-BEEC-94843AE274C1};"{""type"": ""Point"", ""coordinates"": [-79.06035890637754, 35.92158656890788]}";"35.9215865689; -79.0603589064"
577;public;;0;1.0;0.0;{77BEDDA2-B0F0-4BE8-AE9B-34D7B216F783};"{""type"": ""Point"", ""coordinates"": [-79.05422992375473, 35.921212599529674]}";"35.9212125995; -79.0542299238"
598;public;;0;1.0;0.0;{B8A7C0C2-47D2-4F42-890B-54E5C61F7AF6};"{""type"": ""Point"", ""coordinates"": [-79.04639075526671, 35.918008352779246]}";"35.9180083528; -79.0463907553"
602;public;;0;1.0;0.0;{2C36BCCF-5EDB-49F3-B268-6A4173811C45};"{""type"": ""Point"", ""coordinates"": [-79.04689116426862, 35.914281187074735]}";"35.9142811871; -79.0468911643"
605;public;;0;1.0;0.0;{F1523BD1-4B5F-4A3D-9FBF-AC3AA65754BD};"{""type"": ""Point"", ""coordinates"": [-79.05025982308973, 35.91313309902046]}";"35.913133099; -79.0502598231"
611;public;;0;1.0;0.0;{145BDD0D-B765-492D-8375-DC2C44FCC1AA};"{""type"": ""Point"", ""coordinates"": [-79.05882535744672, 35.910840640834586]}";"35.9108406408; -79.0588253574"
615;public;;0;1.0;0.0;{F071F527-C249-4730-B246-90CFF3A106D0};"{""type"": ""Point"", ""coordinates"": [-79.06286642788363, 35.91352860438157]}";"35.9135286044; -79.0628664279"
616;public;;0;1.0;0.0;{6971554A-58BD-46ED-BBAA-AA62FC24443B};"{""type"": ""Point"", ""coordinates"": [-79.06311078952217, 35.90730962346907]}";"35.9073096235; -79.0631107895"
627;public;;0;1.0;0.0;{1393E041-4BD1-45DF-9A4D-2EC88C9526C9};"{""type"": ""Point"", ""coordinates"": [-79.05275115835921, 35.90693375631654]}";"35.9069337563; -79.0527511584"
636;public;;0;1.0;0.0;{F73F1410-3326-406A-A1D8-05ED28BA595C};"{""type"": ""Point"", ""coordinates"": [-79.06075198024698, 35.897768819862925]}";"35.8977688199; -79.0607519802"
640;public;118;0;1.0;0.0;{8A16CD96-3D39-4423-B1AE-61A40F31051F};"{""type"": ""Point"", ""coordinates"": [-79.06989795635656, 35.89403842718582]}";"35.8940384272; -79.0698979564"
641;public;;0;1.0;0.0;{8F1934B3-8BE2-4C26-A5A3-2E76176C67F8};"{""type"": ""Point"", ""coordinates"": [-79.07408457900833, 35.89140122789922]}";"35.8914012279; -79.074084579"
645;public;;0;1.0;0.0;{3D10E59B-1E90-4F89-84DD-43D00582EA22};"{""type"": ""Point"", ""coordinates"": [-79.05793300083077, 35.88722779097827]}";"35.887227791; -79.0579330008"
660;public;;0;1.0;0.0;{AC9A9A98-0AEC-4840-8CF7-E539C5CB0B33};"{""type"": ""Point"", ""coordinates"": [-79.02458992279352, 35.93717548606781]}";"35.9371754861; -79.0245899228"
663;public;;0;1.0;0.0;{EF468F47-26C7-472E-90AB-A239533DC5B1};"{""type"": ""Point"", ""coordinates"": [-79.03737512872227, 35.965710465307836]}";"35.9657104653; -79.0373751287"
666;public;;0;1.0;0.0;{BDFB7B6D-1DCE-483F-BE74-5052F3C84C16};"{""type"": ""Point"", ""coordinates"": [-79.03692102464387, 35.921369107363894]}";"35.9213691074; -79.0369210246"
668;private;;0;1.0;0.0;{813E2B89-6A67-4D76-BAC3-36218E6BCAF0};"{""type"": ""Point"", ""coordinates"": [-79.02844732975666, 35.92542623609712]}";"35.9254262361; -79.0284473298"
669;public;412;0;1.0;0.0;{7C59D8B7-C1E4-4710-A054-C44E0C524085};"{""type"": ""Point"", ""coordinates"": [-79.06577443921617, 35.915432795597916]}";"35.9154327956; -79.0657744392"
728;private;;0;1.0;0.0;{BB645A2E-375E-477F-871C-122D94C549C1};"{""type"": ""Point"", ""coordinates"": [-79.04269215416102, 35.96738485417592]}";"35.9673848542; -79.0426921542"
734;private;;0;1.0;0.0;{4D558A0A-6F6D-4299-B244-49EAB489A102};"{""type"": ""Point"", ""coordinates"": [-79.03898337158714, 35.96730950253807]}";"35.9673095025; -79.0389833716"
736;private;;0;1.0;0.0;{A2E330DA-C3A2-492C-BAE6-C60EB2B96687};"{""type"": ""Point"", ""coordinates"": [-79.04060099371137, 35.965290484138045]}";"35.9652904841; -79.0406009937"
739;private;;0;1.0;0.0;{975AD09B-0FE3-4EBC-8EA4-9AA544A6AAFE};"{""type"": ""Point"", ""coordinates"": [-79.02167659238195, 35.948598893591566]}";"35.9485988936; -79.0216765924"
741;private;;0;1.0;0.0;{F11A0BDF-7676-4EEF-BE25-98B2CC0F3FB4};"{""type"": ""Point"", ""coordinates"": [-79.00695727660803, 35.94829724929372]}";"35.9482972493; -79.0069572766"
743;private;;0;1.0;0.0;{2E3D6183-E04A-45DB-B4AB-A8E86C1E5CC9};"{""type"": ""Point"", ""coordinates"": [-79.01053457411541, 35.94579725287223]}";"35.9457972529; -79.0105345741"
745;private;;0;1.0;0.0;{23109533-C738-43AA-A71D-B910B19A212C};"{""type"": ""Point"", ""coordinates"": [-79.01575415485868, 35.93949223323044]}";"35.9394922332; -79.0157541549"
747;private;;0;1.0;0.0;{CD1ACD45-BC57-4BD3-8C62-3241310BC28D};"{""type"": ""Point"", ""coordinates"": [-79.02911531470528, 35.92801365035808]}";"35.9280136504; -79.0291153147"
753;private;;0;1.0;0.0;{152B2882-4129-4CDA-96E1-DF7374C768C5};"{""type"": ""Point"", ""coordinates"": [-79.02497036342982, 35.92738657651322]}";"35.9273865765; -79.0249703634"
754;private;;0;1.0;0.0;{66B2D92D-8538-40BB-86D9-EC71955B2FBC};"{""type"": ""Point"", ""coordinates"": [-79.02842174857571, 35.927603659680905]}";"35.9276036597; -79.0284217486"
755;private;;0;1.0;0.0;{0FB8D807-2CAE-4369-A303-F595C7740C1E};"{""type"": ""Point"", ""coordinates"": [-79.0275705843257, 35.92715525046186]}";"35.9271552505; -79.0275705843"
757;private;;0;1.0;0.0;{88DD341A-4CF7-46E4-8D26-5322F7A58FEA};"{""type"": ""Point"", ""coordinates"": [-79.0259707111404, 35.926239163955344]}";"35.926239164; -79.0259707111"
771;;;0;1.0;0.0;{7750E759-3B92-4CCC-B758-BEECA70A59AD};"{""type"": ""Point"", ""coordinates"": [-79.06524035295135, 35.88483943736745]}";"35.8848394374; -79.065240353"
775;;;0;1.0;0.0;{DD37EA8E-68DD-4AAE-A756-13ADB6242EC5};"{""type"": ""Point"", ""coordinates"": [-79.06888536645336, 35.88245975752216]}";"35.8824597575; -79.0688853665"
776;;;0;1.0;0.0;{6455F9F8-EDDA-4D41-9F0E-01FE8714AC70};"{""type"": ""Point"", ""coordinates"": [-79.06802865103295, 35.882001133282834]}";"35.8820011333; -79.068028651"
778;;;0;1.0;0.0;{C98AD404-4282-4046-A21A-B2FA50C72958};"{""type"": ""Point"", ""coordinates"": [-79.06346509757132, 35.88217585816361]}";"35.8821758582; -79.0634650976"
781;;;0;1.0;0.0;{AACD5748-AF0B-4CA5-AA1B-7A7EB3FD6225};"{""type"": ""Point"", ""coordinates"": [-79.06401783765682, 35.8804784419575]}";"35.880478442; -79.0640178377"
782;;;0;1.0;0.0;{6DC17C48-63E4-47AF-A2E1-21FC0EF71C40};"{""type"": ""Point"", ""coordinates"": [-79.06571004447487, 35.880165959122905]}";"35.8801659591; -79.0657100445"
787;;;0;1.0;0.0;{B8DEC753-227A-4B39-8199-24DDE70E45D7};"{""type"": ""Point"", ""coordinates"": [-79.06988330396263, 35.883115059379236]}";"35.8831150594; -79.069883304"
789;;10000;0;1.0;0.0;{2A2B08AA-617C-4DED-BB4F-E9928F97E772};"{""type"": ""Point"", ""coordinates"": [-79.06445462113318, 35.879513367203884]}";"35.8795133672; -79.0644546211"
794;;;0;1.0;0.0;{E7F51ACB-35DC-42BE-8AA4-A6636FAB8B72};"{""type"": ""Point"", ""coordinates"": [-79.07076823412883, 35.892235169148805]}";"35.8922351691; -79.0707682341"
2;public;;0;1.0;0.0;{FC817E71-BD63-443F-807C-74CB53262954};"{""type"": ""Point"", ""coordinates"": [-79.06028305037664, 35.94834118978813]}";"35.9483411898; -79.0602830504"
15;public;;0;1.0;0.0;{9CC8CDF4-7CC8-49CD-AC51-E322529E9CEE};"{""type"": ""Point"", ""coordinates"": [-79.04773883158876, 35.96584333931542]}";"35.9658433393; -79.0477388316"
45;public;;0;1.0;0.0;{CAA319F6-78E2-4DB1-B64F-581DB5E6B2F3};"{""type"": ""Point"", ""coordinates"": [-79.04923005969108, 35.94035740091486]}";"35.9403574009; -79.0492300597"
49;public;;0;1.0;0.0;{9EC1057B-39BD-4D96-903A-15C6E9DDD66E};"{""type"": ""Point"", ""coordinates"": [-79.04547682803157, 35.95117587454172]}";"35.9511758745; -79.045476828"
